tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T00673,70849,14,flight,luxury,group,luxury
T00674,6248,2,car,budget,family,weekend
T00675,55383,5,car,luxury,family,luxury
T00676,57654,7,flight,luxury,family,luxury
T00677,11369,5,bus,eco,solo,eco
T00678,9819,7,bicycle,eco,solo,eco
T00679,12476,2,car,budget,family,weekend
T00680,57226,7,flight,luxury,solo,luxury
T00681,2864,2,train,budget,group,budget
T00682,43526,5,flight,luxury,family,luxury
T00683,8716,3,car,mid,solo,weekend
T00684,8547,5,train,eco,family,eco
T00685,5345,1,train,budget,solo,budget
T00686,5155,2,car,mid,solo,weekend
T00687,5813,3,train,budget,group,weekend
T00688,7636,1,train,budget,family,budget
T00689,10073,7,bicycle,eco,family,eco
T00690,16008,7,bus,eco,couple,eco
T00691,4214,1,bus,budget,family,budget
T00692,15446,5,bus,eco,family,eco
T00693,15195,5,bus,eco,family,eco
T00694,13310,4,bus,eco,solo,eco
T00695,39341,5,flight,luxury,group,luxury
T00696,18693,7,train,eco,couple,eco
T00697,7216,2,train,budget,family,budget
T00698,58718,10,car,luxury,couple,luxury
T00699,5766,3,train,budget,solo,weekend
T00700,5552,2,bus,budget,group,budget
T00701,35723,7,flight,luxury,couple,luxury
T00702,12396,3,train,budget,family,weekend
T00703,9146,3,car,budget,group,weekend
T00704,9424,3,train,mid,couple,weekend
T00705,15561,4,train,eco,couple,eco
T00706,7614,1,train,budget,family,budget
T00707,47232,7,flight,luxury,couple,luxury
T00708,11946,2,car,budget,family,weekend
T00709,11051,2,car,budget,family,weekend
T00710,17348,5,bus,eco,couple,eco
T00711,68504,14,car,luxury,couple,luxury
T00712,66858,14,flight,luxury,family,luxury
T00713,40293,5,car,luxury,couple,luxury
T00714,5337,2,car,budget,solo,weekend
T00715,7457,2,train,mid,family,weekend
T00716,9152,2,car,mid,solo,weekend
T00717,42215,5,car,luxury,family,luxury
T00718,10392,3,car,budget,couple,weekend
T00719,6448,1,bus,budget,group,budget
T00720,13082,5,train,eco,couple,eco
T00721,49019,5,flight,luxury,family,luxury
T00722,41634,14,flight,luxury,couple,luxury
T00723,13712,2,car,mid,family,weekend
T00724,2538,3,bus,budget,family,budget
T00725,35714,10,car,luxury,solo,luxury
T00726,3951,1,train,budget,family,budget
T00727,4306,2,train,budget,couple,budget
T00728,6150,3,train,budget,family,weekend
T00729,4361,1,train,budget,family,budget
T00730,30519,5,flight,luxury,couple,luxury
T00731,3242,2,train,budget,family,budget
T00732,2500,2,bus,budget,group,budget
T00733,3918,3,train,budget,family,budget
T00734,16187,7,train,eco,couple,eco
T00735,77088,10,flight,luxury,couple,luxury
T00736,34411,7,flight,luxury,group,luxury
T00737,7332,2,train,budget,couple,budget
T00738,13302,3,train,budget,family,weekend
T00739,12474,3,car,mid,family,weekend
T00740,56894,5,flight,luxury,family,luxury
T00741,3718,2,bus,budget,couple,budget
T00742,8167,3,car,mid,solo,weekend
T00743,6241,3,car,budget,solo,weekend
T00744,73738,5,flight,luxury,solo,luxury
T00745,2834,2,bus,budget,couple,budget
T00746,49573,5,flight,luxury,solo,luxury
T00747,2282,3,bus,budget,family,budget
T00748,63837,14,car,luxury,couple,luxury
T00749,14093,7,bus,eco,group,eco
T00750,3755,1,bus,budget,family,budget
T00751,9860,2,car,budget,solo,weekend
T00752,6747,3,train,budget,solo,budget
T00753,18714,7,bus,eco,group,eco
T00754,49188,7,flight,luxury,couple,luxury
T00755,5349,2,train,budget,couple,budget
T00756,10496,7,bus,eco,family,eco
T00757,62141,10,flight,luxury,couple,luxury
T00758,16924,5,train,eco,couple,eco
T00759,10089,7,bicycle,eco,couple,eco
T00760,72701,5,flight,luxury,group,luxury
T00761,42246,5,flight,luxury,family,luxury
T00762,54973,5,flight,luxury,family,luxury
T00763,14879,2,car,mid,solo,weekend
T00764,11923,3,car,mid,group,weekend
T00765,6104,3,car,mid,family,weekend
T00766,7116,2,car,budget,family,weekend
T00767,6432,3,car,mid,couple,weekend
T00768,14149,3,car,mid,family,weekend
T00769,54439,10,flight,luxury,couple,luxury
T00770,3998,1,train,budget,couple,budget
T00771,50871,10,flight,luxury,group,luxury
T00772,36062,5,car,luxury,group,luxury
T00773,5569,3,car,mid,solo,weekend
T00774,8991,5,bicycle,eco,couple,eco
T00775,9155,5,bus,eco,couple,eco
T00776,9300,4,bus,eco,family,eco
T00777,6247,3,train,budget,couple,budget
T00778,10951,3,train,budget,family,weekend
T00779,19790,5,train,eco,couple,eco
T00780,5851,3,train,mid,solo,weekend
T00781,68081,5,flight,luxury,couple,luxury
T00782,58339,5,car,luxury,family,luxury
T00783,10145,5,train,eco,couple,eco
T00784,6474,3,car,mid,group,weekend
T00785,44920,10,car,luxury,family,luxury
T00786,57842,10,flight,luxury,couple,luxury
T00787,18189,4,bus,eco,group,eco
T00788,12872,5,train,eco,family,eco
T00789,47827,10,car,luxury,family,luxury
T00790,12756,3,car,budget,couple,weekend
T00791,7523,2,car,mid,couple,weekend
T00792,11894,3,train,mid,group,weekend
T00793,13029,7,bicycle,eco,couple,eco
T00794,54191,14,flight,luxury,family,luxury
T00795,3825,1,train,budget,family,budget
T00796,5193,1,train,budget,family,budget
T00797,12581,2,car,mid,family,weekend
T00798,4618,1,bus,budget,couple,budget
T00799,56872,10,flight,luxury,solo,luxury
T00800,7028,2,train,mid,solo,weekend
T00801,7595,1,bus,budget,couple,budget
T00802,11111,7,train,eco,group,eco
T00803,67951,10,car,luxury,couple,luxury
T00804,12493,4,train,eco,solo,eco
T00805,9338,5,train,eco,family,eco
T00806,3435,1,bus,budget,family,budget
T00807,3271,3,bus,budget,family,budget
T00808,9525,2,car,mid,family,weekend
T00809,52473,7,car,luxury,couple,luxury
T00810,13940,2,car,budget,couple,weekend
T00811,11607,3,car,budget,family,weekend
T00812,5662,1,bus,budget,family,budget
T00813,65246,5,car,luxury,solo,luxury
T00814,10424,3,car,budget,solo,weekend
T00815,35562,10,car,luxury,family,luxury
T00816,8761,4,bus,eco,solo,eco
T00817,65621,14,car,luxury,couple,luxury
T00818,79848,7,flight,luxury,family,luxury
T00819,3899,1,train,budget,family,budget
T00820,12090,5,bus,eco,family,eco
T00821,12073,7,train,eco,couple,eco
T00822,6280,1,bus,budget,solo,budget
T00823,8486,2,car,budget,family,weekend
T00824,45119,14,car,luxury,solo,luxury
T00825,6708,2,train,budget,solo,weekend
T00826,5653,1,train,budget,family,budget
T00827,4240,1,train,budget,group,budget
T00828,5627,1,train,budget,group,budget
T00829,48130,7,flight,luxury,family,luxury
T00830,62129,10,flight,luxury,group,luxury
T00831,4554,3,train,budget,family,budget
T00832,16126,7,bus,eco,family,eco
T00833,8218,7,bus,eco,family,eco
T00834,3498,3,train,budget,family,budget
T00835,6033,2,train,budget,family,budget
T00836,4357,2,bus,budget,family,budget
T00837,2237,1,train,budget,family,budget
T00838,2412,3,bus,budget,group,budget
T00839,8687,4,bus,eco,couple,eco
T00840,13863,5,bus,eco,solo,eco
T00841,7064,2,bus,budget,family,budget
T00842,17635,4,bus,eco,couple,eco
T00843,14967,5,bicycle,eco,group,eco
T00844,39069,5,flight,luxury,family,luxury
T00845,7187,3,train,budget,family,budget
T00846,2970,1,train,budget,solo,budget
T00847,4436,2,train,budget,family,budget
T00848,6528,1,train,budget,family,budget
T00849,2329,2,train,budget,group,budget
T00850,11962,3,car,mid,family,weekend
T00851,4103,1,bus,budget,couple,budget
T00852,11904,3,car,mid,family,weekend
T00853,4023,2,train,budget,couple,budget
T00854,18435,5,bicycle,eco,couple,eco
T00855,48047,10,flight,luxury,family,luxury
T00856,13697,4,train,eco,solo,eco
T00857,70475,7,flight,luxury,family,luxury
T00858,78259,7,flight,luxury,solo,luxury
T00859,11982,2,car,mid,couple,weekend
T00860,57124,14,flight,luxury,family,luxury
T00861,6798,2,bus,budget,couple,budget
T00862,5568,2,car,budget,family,weekend
T00863,66428,7,flight,luxury,family,luxury
T00864,9693,2,train,budget,group,weekend
T00865,7880,1,bus,budget,group,budget
T00866,5633,2,train,mid,group,weekend
T00867,47367,10,flight,luxury,couple,luxury
T00868,17756,4,bus,eco,family,eco
T00869,69610,10,flight,luxury,family,luxury
T00870,10836,4,train,eco,family,eco
T00871,7102,1,train,budget,couple,budget
T00872,17511,7,train,eco,group,eco
T00873,5659,3,car,mid,group,weekend
T00874,5016,3,train,budget,group,budget
T00875,8871,5,bicycle,eco,group,eco
T00876,14601,4,bicycle,eco,couple,eco
T00877,65390,7,flight,luxury,family,luxury
T00878,53765,5,flight,luxury,couple,luxury
T00879,2962,1,train,budget,couple,budget
T00880,2302,1,bus,budget,couple,budget
T00881,12216,3,car,mid,family,weekend
T00882,10866,2,car,mid,family,weekend
T00883,3057,2,train,budget,family,budget
T00884,44352,14,car,luxury,solo,luxury
T00885,4478,2,bus,budget,family,budget
T00886,33060,7,flight,luxury,family,luxury
T00887,10428,2,car,mid,solo,weekend
T00888,4507,2,bus,budget,solo,budget
T00889,15281,7,bicycle,eco,family,eco
T00890,4305,3,train,budget,group,budget
T00891,5270,2,car,mid,family,weekend
T00892,15002,4,train,eco,solo,eco
T00893,51042,10,car,luxury,family,luxury
T00894,11338,7,bicycle,eco,couple,eco
T00895,6513,3,train,budget,couple,budget
T00896,68223,5,flight,luxury,solo,luxury
T00897,59547,5,car,luxury,family,luxury
T00898,10337,3,car,budget,group,weekend
T00899,7496,3,train,mid,family,weekend
T00900,77256,14,flight,luxury,family,luxury
T00901,31471,10,car,luxury,family,luxury
T00902,13382,5,train,eco,family,eco
T00903,12770,3,car,budget,family,weekend
T00904,4746,1,bus,budget,solo,budget
T00905,13216,3,train,budget,group,weekend
T00906,13145,3,car,budget,family,weekend
T00907,70313,7,car,luxury,couple,luxury
T00908,7115,2,car,mid,family,weekend
T00909,10844,3,car,mid,group,weekend
T00910,15212,4,bus,eco,couple,eco
T00911,2215,3,bus,budget,solo,budget
T00912,9247,2,train,budget,couple,weekend
T00913,4088,1,train,budget,family,budget
T00914,10771,4,bicycle,eco,couple,eco
T00915,31644,14,car,luxury,group,luxury
T00916,10123,2,train,mid,group,weekend
T00917,79012,7,flight,luxury,family,luxury
T00918,78099,14,flight,luxury,couple,luxury
T00919,5581,3,train,budget,group,weekend
T00920,35170,5,flight,luxury,group,luxury
T00921,12233,7,train,eco,group,eco
T00922,2699,2,train,budget,family,budget
T00923,14551,3,car,budget,family,weekend
T00924,71540,5,flight,luxury,group,luxury
T00925,18415,5,train,eco,solo,eco
T00926,7466,3,train,budget,solo,budget
T00927,74629,7,flight,luxury,couple,luxury
T00928,7425,3,car,mid,family,weekend
T00929,12710,3,car,budget,family,weekend
T00930,58887,7,flight,luxury,solo,luxury
T00931,73028,10,flight,luxury,couple,luxury
T00932,2337,2,train,budget,couple,budget
T00933,40858,10,flight,luxury,family,luxury
T00934,11932,2,train,mid,group,weekend
T00935,3166,2,bus,budget,couple,budget
T00936,17089,5,train,eco,couple,eco
T00937,6308,2,bus,budget,family,budget
T00938,10430,3,car,mid,solo,weekend
T00939,43687,5,car,luxury,group,luxury
T00940,5910,3,train,budget,couple,budget
T00941,19181,5,bicycle,eco,group,eco
T00942,31635,14,flight,luxury,family,luxury
T00943,72278,7,car,luxury,solo,luxury
T00944,77913,10,flight,luxury,solo,luxury
T00945,16469,7,bus,eco,family,eco
T00946,13010,5,train,eco,family,eco
T00947,13060,2,car,budget,couple,weekend
T00948,38977,7,car,luxury,family,luxury
T00949,61249,10,flight,luxury,family,luxury
T00950,5308,1,bus,budget,solo,budget
T00951,44619,14,flight,luxury,family,luxury
T00952,12521,2,car,mid,family,weekend
T00953,5312,2,train,mid,group,weekend
T00954,7143,2,train,budget,solo,budget
T00955,5713,2,bus,budget,couple,budget
T00956,8072,4,bus,eco,couple,eco
T00957,51664,14,flight,luxury,solo,luxury
T00958,34958,7,flight,luxury,couple,luxury
T00959,48537,14,flight,luxury,group,luxury
T00960,17861,7,train,eco,family,eco
T00961,13382,4,bus,eco,solo,eco
T00962,12836,4,bicycle,eco,group,eco
T00963,41715,7,flight,luxury,group,luxury
T00964,14192,4,bus,eco,couple,eco
T00965,11631,3,train,mid,group,weekend
T00966,6162,3,train,budget,couple,budget
T00967,5741,3,bus,budget,solo,budget
T00968,63816,5,flight,luxury,solo,luxury
T00969,6502,2,bus,budget,family,budget
T00970,14945,4,train,eco,solo,eco
T00971,11967,2,train,budget,couple,weekend
T00972,16564,4,bus,eco,family,eco
T00973,54169,10,flight,luxury,family,luxury
T00974,16471,5,train,eco,family,eco
T00975,4642,2,bus,budget,family,budget
T00976,67691,5,car,luxury,solo,luxury
T00977,5402,2,car,mid,couple,weekend
T00978,4494,1,train,budget,group,budget
T00979,4889,2,bus,budget,couple,budget
T00980,7264,3,bus,budget,family,budget
T00981,6189,2,train,budget,couple,weekend
T00982,59700,5,flight,luxury,family,luxury
T00983,9380,5,train,eco,family,eco
T00984,12497,7,train,eco,couple,eco
T00985,32742,7,car,luxury,family,luxury
T00986,35334,7,car,luxury,family,luxury
T00987,18876,7,bus,eco,couple,eco
T00988,11524,5,bus,eco,family,eco
T00989,6661,2,bus,budget,couple,budget
T00990,19930,4,train,eco,group,eco
T00991,79614,5,car,luxury,family,luxury
T00992,41867,10,car,luxury,family,luxury
T00993,15004,5,bicycle,eco,family,eco
T00994,6478,3,train,mid,family,weekend
T00995,13237,4,train,eco,couple,eco
T00996,8467,3,train,mid,solo,weekend
T00997,3272,3,bus,budget,solo,budget
T00998,66168,14,flight,luxury,group,luxury
T00999,2733,3,train,budget,family,budget
T01000,17264,7,bus,eco,couple,eco
T01001,75423,10,flight,luxury,couple,luxury
T01002,7446,3,car,mid,family,weekend
T01003,15305,7,train,eco,couple,eco
T01004,2492,1,train,budget,couple,budget
T01005,11394,2,train,budget,family,weekend
T01006,77155,5,flight,luxury,family,luxury
T01007,31351,5,flight,luxury,couple,luxury
T01008,4176,3,train,budget,family,budget
T01009,30211,14,flight,luxury,couple,luxury
T01010,11077,3,car,budget,solo,weekend
T01011,15359,7,bus,eco,solo,eco
T01012,5422,3,car,budget,family,weekend
T01013,11323,2,car,mid,couple,weekend
T01014,14814,3,car,mid,family,weekend
T01015,6215,3,car,mid,couple,weekend
T01016,7595,2,bus,budget,family,budget
T01017,78108,14,flight,luxury,solo,luxury
T01018,16290,4,bus,eco,couple,eco
T01019,65713,7,flight,luxury,family,luxury
T01020,11251,4,bicycle,eco,couple,eco
T01021,13412,3,car,budget,family,weekend
T01022,47887,14,flight,luxury,family,luxury
T01023,3576,2,bus,budget,family,budget
T01024,41613,14,flight,luxury,family,luxury
T01025,51133,5,flight,luxury,couple,luxury
T01026,5232,2,train,budget,family,budget
T01027,5280,2,bus,budget,couple,budget
T01028,65126,5,flight,luxury,couple,luxury
T01029,8059,7,train,eco,family,eco
T01030,10927,5,train,eco,family,eco
T01031,15699,4,train,eco,family,eco
T01032,14714,2,train,budget,couple,weekend
T01033,13690,2,car,mid,family,weekend
T01034,5436,3,car,mid,couple,weekend
T01035,5147,3,train,budget,group,budget
T01036,76911,10,flight,luxury,couple,luxury
T01037,6629,1,bus,budget,couple,budget
T01038,5455,2,train,mid,couple,weekend
T01039,4313,1,train,budget,family,budget
T01040,10525,7,train,eco,group,eco
T01041,18481,5,bus,eco,family,eco
T01042,12452,7,train,eco,group,eco
T01043,46496,10,car,luxury,family,luxury
T01044,4995,3,train,budget,family,budget
T01045,36574,14,car,luxury,solo,luxury
T01046,4740,2,bus,budget,solo,budget
T01047,6376,2,train,budget,family,budget
T01048,11033,2,car,budget,family,weekend
T01049,61665,7,car,luxury,family,luxury
T01050,69390,5,flight,luxury,couple,luxury
T01051,7081,1,bus,budget,solo,budget
T01052,19403,5,train,eco,couple,eco
T01053,7074,3,car,budget,group,weekend
T01054,8450,3,car,mid,family,weekend
T01055,8472,4,bicycle,eco,family,eco
T01056,7878,2,train,budget,group,budget
T01057,12270,2,train,budget,group,weekend
T01058,13724,5,train,eco,couple,eco
T01059,7210,3,train,budget,couple,budget
T01060,2332,3,bus,budget,family,budget
T01061,2627,3,train,budget,couple,budget
T01062,76878,14,flight,luxury,family,luxury
T01063,65228,14,flight,luxury,couple,luxury
T01064,11449,4,bus,eco,group,eco
T01065,11625,2,train,budget,family,weekend
T01066,2081,3,train,budget,solo,budget
T01067,2263,1,train,budget,solo,budget
T01068,8472,2,car,budget,family,weekend
T01069,17321,5,train,eco,family,eco
T01070,14936,3,car,budget,group,weekend
T01071,13137,2,train,mid,couple,weekend
T01072,5083,3,train,budget,couple,budget
T01073,4632,1,train,budget,family,budget
T01074,14015,7,bus,eco,couple,eco
T01075,74291,5,flight,luxury,family,luxury
T01076,57767,10,flight,luxury,family,luxury
T01077,16281,7,train,eco,couple,eco
T01078,4068,3,bus,budget,family,budget
T01079,78730,14,flight,luxury,family,luxury
T01080,6005,3,train,budget,solo,budget
T01081,6334,2,train,budget,family,budget
T01082,3945,3,bus,budget,couple,budget
T01083,10469,4,train,eco,couple,eco
T01084,47643,10,car,luxury,family,luxury
T01085,7122,1,train,budget,group,budget
T01086,41413,10,flight,luxury,solo,luxury
T01087,13214,3,car,budget,family,weekend
T01088,19958,5,bicycle,eco,family,eco
T01089,12756,7,train,eco,group,eco
T01090,38746,14,flight,luxury,family,luxury
T01091,19451,4,bus,eco,solo,eco
T01092,2631,3,train,budget,couple,budget
T01093,6408,3,train,mid,couple,weekend
T01094,4367,1,bus,budget,couple,budget
T01095,18947,4,bus,eco,couple,eco
T01096,10255,4,bus,eco,solo,eco
T01097,12773,3,train,budget,family,weekend
T01098,13111,4,train,eco,couple,eco
T01099,4093,2,train,budget,family,budget
T01100,38196,10,flight,luxury,group,luxury
T01101,78703,14,car,luxury,group,luxury
T01102,9824,7,train,eco,family,eco
T01103,46118,10,flight,luxury,family,luxury
T01104,2529,1,train,budget,family,budget
T01105,8318,3,train,mid,family,weekend
T01106,7326,2,car,budget,family,weekend
T01107,77824,10,car,luxury,couple,luxury
T01108,4055,1,bus,budget,group,budget
T01109,14896,2,train,budget,family,weekend
T01110,13340,4,train,eco,family,eco
T01111,9484,3,train,budget,solo,weekend
T01112,5562,1,train,budget,group,budget
T01113,11710,3,car,budget,solo,weekend
T01114,9592,5,bicycle,eco,family,eco
T01115,3604,3,train,budget,couple,budget
T01116,47797,14,flight,luxury,family,luxury
T01117,7964,3,car,mid,couple,weekend
T01118,50656,7,car,luxury,family,luxury
T01119,18805,5,bicycle,eco,group,eco
T01120,3090,3,bus,budget,solo,budget
T01121,8072,7,train,eco,group,eco
T01122,34062,14,car,luxury,solo,luxury
T01123,73235,10,car,luxury,family,luxury
T01124,60071,14,flight,luxury,family,luxury
T01125,43753,5,car,luxury,solo,luxury
T01126,47342,7,flight,luxury,family,luxury
T01127,13208,2,car,budget,family,weekend
T01128,14247,3,car,mid,couple,weekend
T01129,19669,7,bus,eco,solo,eco
T01130,5741,2,train,budget,family,weekend
T01131,7758,3,car,mid,group,weekend
T01132,14882,4,train,eco,couple,eco
T01133,17124,5,train,eco,couple,eco
T01134,11465,2,car,mid,couple,weekend
T01135,14721,3,train,budget,couple,weekend
T01136,13280,2,car,budget,group,weekend
T01137,3560,2,train,budget,couple,budget
T01138,6691,2,bus,budget,family,budget
T01139,17367,4,bicycle,eco,family,eco
T01140,66020,10,flight,luxury,solo,luxury
T01141,8794,3,car,mid,family,weekend
T01142,14161,4,train,eco,solo,eco
T01143,19275,7,train,eco,family,eco
T01144,7691,2,car,budget,couple,weekend
T01145,12022,3,car,mid,couple,weekend
T01146,37848,7,flight,luxury,family,luxury
T01147,11508,2,train,budget,couple,weekend
T01148,3485,2,bus,budget,couple,budget
